Trial #143,negative,0,0,1,0.48951049
Trial #144,negative,0,0,1,0.493055556
Trial #145,negative,0,1,0,0.489655172
Trial #146,negative,0,1,0,0.48630137
Trial #147,negative,0,1,0,0.482993197
Trial #148,negative,0,0,1,0.486486486
Trial #149,negative,0,1,0,0.483221477
Trial #150,positive,1,1,1,0.486666667
Trial #151,negative,0,1,0,0.483443709
Trial #152,positive,1,0,0,0.480263158
Trial #153,positive,1,1,1,0.483660131
Trial #154,negative,0,0,1,0.487012987
Trial #155,positive,1,0,0,0.483870968
Trial #156,positive,1,1,1,0.487179487
Trial #157,negative,0,0,1,0.49044586
Trial #158,positive,1,1,1,0.493670886
Trial #159,positive,1,0,0,0.490566038
Trial #160,positive,1,0,0,0.4875
Trial #161,positive,1,1,1,0.49068323
Trial #162,negative,0,1,0,0.487654321
Trial #163,negative,0,0,1,0.490797546
Trial #164,negative,0,1,0,0.487804878
Trial #165,positive,1,0,0,0.484848485
Trial #166,negative,0,1,0,0.481927711
Trial #167,positive,1,0,0,0.479041916
Trial #168,positive,1,0,0,0.476190476
Trial #169,negative,0,0,1,0.479289941
Trial #170,positive,1,0,0,0.476470588
Trial #171,negative,0,1,0,0.473684211
Trial #172,negative,0,1,0,0.470930233
Trial #173,positive,1,1,1,0.473988439
Trial #174,negative,0,1,0,0.471264368
Trial #175,negative,0,1,0,0.468571429
Trial #176,positive,1,1,1,0.471590909
Trial #177,positive,1,0,0,0.468926554
Trial #178,negative,0,1,0,0.466292135
Trial #179,negative,0,1,0,0.463687151
Trial #180,positive,1,0,0,0.461111111
Trial #181,positive,1,1,1,0.464088398
Trial #182,positive,1,0,0,0.461538462
Trial #183,negative,0,0,1,0.464480874
Trial #184,positive,1,1,1,0.467391304
Trial #185,negative,0,0,1,0.47027027
Trial #186,positive,1,1,1,0.47311828
Trial #187,positive,1,1,1,0.475935829
Trial #188,positive,1,0,0,0.473404255
Trial #189,positive,1,1,1,0.476190476
Trial #190,positive,1,1,1,0.478947368
Trial #191,negative,0,0,1,0.481675393
Trial #192,positive,1,1,1,0.484375
Trial #193,negative,0,0,1,0.487046632
Trial #194,positive,1,1,1,0.489690722
Trial #195,positive,1,1,1,0.492307692
Trial #196,positive,1,0,0,0.489795918
Trial #197,negative,0,1,0,0.487309645
Trial #198,negative,0,1,0,0.484848485
Trial #199,negative,0,1,0,0.48241206
Trial #200,negative,0,0,1,0.485
Trial #201,positive,1,1,1,0.487562189
Trial #202,positive,1,1,1,0.49009901
Trial #203,positive,1,1,1,0.492610837
Trial #204,positive,1,1,1,0.495098039
Trial #205,positive,1,1,1,0.497560976
Trial #206,positive,1,0,0,0.495145631
Trial #207,negative,0,1,0,0.492753623
Trial #208,negative,0,0,1,0.495192308
Trial #209,negative,0,0,1,0.497607656
Trial #210,positive,1,1,1,0.5
Trial #211,negative,0,0,1,0.502369668
Trial #212,positive,1,0,0,0.5
Trial #213,positive,1,0,0,0.497652582
Trial #214,positive,1,1,1,0.5
Trial #215,positive,1,0,0,0.497674419
Trial #216,positive,1,0,0,0.49537037
Trial #217,negative,0,0,1,0.497695853
Trial #218,positive,1,1,1,0.5
Trial #219,positive,1,1,1,0.502283105
Trial #220,positive,1,0,0,0.5
Trial #221,negative,0,0,1,0.502262443
Trial #222,positive,1,1,1,0.504504505
Trial #223,positive,1,1,1,0.506726457
Trial #224,negative,0,1,0,0.504464286
Trial #225,positive,1,1,1,0.506666667
Trial #226,negative,0,1,0,0.504424779
Trial #227,negative,0,0,1,0.50660793
Trial #228,negative,0,1,0,0.504385965
Trial #229,positive,1,1,1,0.506550218
Trial #230,negative,0,0,1,0.508695652
Trial #231,positive,1,0,0,0.506493506
Trial #232,positive,1,1,1,0.50862069
Trial #233,positive,1,1,1,0.510729614
Trial #234,negative,0,0,1,0.512820513
Trial #235,negative,0,0,1,0.514893617
Trial #236,positive,1,0,0,0.512711864
Trial #237,positive,1,1,1,0.514767932
Trial #238,positive,1,0,0,0.512605042
Trial #239,positive,1,0,0,0.510460251
Trial #240,negative,0,1,0,0.508333333
Trial #241,negative,0,1,0,0.506224066
Trial #242,negative,0,1,0,0.504132231
Trial #243,positive,1,0,0,0.502057613
Trial #244,positive,1,1,1,0.504098361
Trial #245,positive,1,0,0,0.502040816
Trial #246,positive,1,1,1,0.504065041
Trial #247,positive,1,0,0,0.502024291
Trial #248,negative,0,1,0,0.5
Trial #249,negative,0,0,1,0.502008032
Trial #250,positive,1,0,0,0.5
Trial #251,positive,1,1,1,0.501992032
Trial #252,positive,1,0,0,0.5
Trial #253,negative,0,0,1,0.501976285
Trial #254,positive,1,1,1,0.503937008
Trial #255,positive,1,0,0,0.501960784
Trial #256,positive,1,0,0,0.5
Trial #257,positive,1,1,1,0.501945525
Trial #258,positive,1,0,0,0.5
Trial #259,negative,0,0,1,0.501930502
Trial #260,negative,0,1,0,0.5
Trial #261,positive,1,1,1,0.501915709
Trial #262,positive,1,1,1,0.503816794
Trial #263,negative,0,0,1,0.505703422
Trial #264,positive,1,1,1,0.507575758
Trial #265,negative,0,0,1,0.509433962
Trial #266,positive,1,0,0,0.507518797
Trial #267,positive,1,1,1,0.509363296
Trial #268,negative,0,0,1,0.51119403
Trial #269,positive,1,0,0,0.50929368
Trial #270,positive,1,0,0,0.507407407
Trial #271,positive,1,0,0,0.505535055
Trial #272,positive,1,1,1,0.507352941
Trial #273,positive,1,0,0,0.505494505
Trial #274,positive,1,1,1,0.50729927
Trial #275,negative,0,1,0,0.505454545
Trial #276,negative,0,0,1,0.507246377
Trial #277,negative,0,1,0,0.505415162
Trial #278,positive,1,1,1,0.507194245
Trial #279,positive,1,1,1,0.508960573
Trial #280,positive,1,1,1,0.510714286
Trial #281,positive,1,1,1,0.512455516
Trial #282,negative,0,0,1,0.514184397
Trial #283,negative,0,0,1,0.51590106
Trial #284,positive,1,1,1,0.517605634
Trial #285,negative,0,0,1,0.519298246
Trial #286,negative,0,1,0,0.517482517
Trial #287,positive,1,0,0,0.515679443
Trial #288,positive,1,0,0,0.513888889
Trial #289,positive,1,1,1,0.515570934
Trial #290,positive,1,1,1,0.517241379
Trial #291,negative,0,1,0,0.515463918
Trial #292,negative,0,1,0,0.51369863
Trial #293,positive,1,1,1,0.515358362
Trial #294,positive,1,0,0,0.513605442
Trial #295,positive,1,1,1,0.515254237
Trial #296,positive,1,1,1,0.516891892
Trial #297,negative,0,0,1,0.518518519
Trial #298,positive,1,1,1,0.520134228
Trial #299,negative,0,1,0,0.518394649
Trial #300,positive,1,1,1,0.52
Trial #301,positive,1,1,1,0.521594684
Trial #302,positive,1,0,0,0.51986755
Trial #303,positive,1,0,0,0.518151815
Trial #304,positive,1,1,1,0.519736842
Trial #305,positive,1,1,1,0.521311475
Trial #306,positive,1,1,1,0.522875817
Trial #307,positive,1,1,1,0.524429967
Trial #308,positive,1,0,0,0.522727273
Trial #309,negative,0,1,0,0.521035599
Trial #310,positive,1,1,1,0.522580645
Trial #311,positive,1,1,1,0.524115756
Trial #312,positive,1,0,0,0.522435897
Trial #313,positive,1,0,0,0.520766773
Trial #314,negative,0,0,1,0.522292994
Trial #315,positive,1,1,1,0.523809524
Trial #316,negative,0,1,0,0.522151899
Trial #317,positive,1,0,0,0.520504732
Trial #318,positive,1,1,1,0.522012579
Trial #319,positive,1,1,1,0.523510972
Trial #320,positive,1,0,0,0.521875
Trial #321,negative,0,0,1,0.523364486
Trial #322,negative,0,0,1,0.52484472
Trial #323,positive,1,1,1,0.526315789
Trial #324,positive,1,1,1,0.527777778
Trial #325,positive,1,1,1,0.529230769
Trial #326,positive,1,0,0,0.527607362
Trial #327,positive,1,1,1,0.529051988
Trial #328,positive,1,1,1,0.530487805
Trial #329,positive,1,0,0,0.52887538
Trial #330,negative,0,0,1,0.53030303
Trial #331,negative,0,0,1,0.531722054
Trial #332,positive,1,0,0,0.530120482
Trial #333,positive,1,0,0,0.528528529
Trial #334,positive,1,1,1,0.52994012
Trial #335,positive,1,1,1,0.531343284
Trial #336,positive,1,1,1,0.532738095
Trial #337,positive,1,0,0,0.53115727
Trial #338,negative,0,1,0,0.529585799
Trial #339,positive,1,1,1,0.530973451
Trial #340,positive,1,1,1,0.532352941
Trial #341,negative,0,1,0,0.530791789
Trial #342,positive,1,0,0,0.529239766
Trial #343,positive,1,0,0,0.527696793
Trial #344,positive,1,0,0,0.526162791
Trial #345,positive,1,1,1,0.527536232
Trial #346,positive,1,1,1,0.528901734
Trial #347,positive,1,1,1,0.530259366
Trial #348,positive,1,0,0,0.528735632
Trial #349,positive,1,0,0,0.52722063
Trial #350,positive,1,0,0,0.525714286
Trial #351,negative,0,0,1,0.527065527
Trial #352,positive,1,1,1,0.528409091
Trial #353,negative,0,1,0,0.526912181
Trial #354,negative,0,0,1,0.528248588
Trial #355,negative,0,1,0,0.526760563
Trial #356,positive,1,0,0,0.525280899
Trial #357,positive,1,1,1,0.526610644
Trial #358,negative,0,1,0,0.525139665
Trial #359,positive,1,0,0,0.52367688
Trial #360,negative,0,0,1,0.525
Trial #361,negative,0,1,0,0.523545706
Trial #362,positive,1,1,1,0.524861878
Trial #363,positive,1,0,0,0.523415978
Trial #364,positive,1,0,0,0.521978022
Trial #365,positive,1,1,1,0.523287671
Trial #366,positive,1,1,1,0.524590164
Trial #367,positive,1,0,0,0.523160763
Trial #368,negative,0,0,1,0.524456522
Trial #369,positive,1,0,0,0.52303523
Trial #370,positive,1,0,0,0.521621622
Trial #371,positive,1,1,1,0.522911051
Trial #372,negative,0,0,1,0.524193548
Trial #373,positive,1,0,0,0.522788204
Trial #374,negative,0,1,0,0.521390374
Trial #375,positive,1,1,1,0.522666667
Trial #376,negative,0,0,1,0.52393617
Trial #377,positive,1,0,0,0.522546419
Trial #378,negative,0,0,1,0.523809524
Trial #379,positive,1,0,0,0.522427441
Trial #380,positive,1,0,0,0.521052632
Trial #381,negative,0,1,0,0.519685039
Trial #382,positive,1,1,1,0.520942408
Trial #383,negative,0,1,0,0.519582245
Trial #384,positive,1,1,1,0.520833333
Trial #385,positive,1,1,1,0.522077922
Trial #386,positive,1,0,0,0.520725389
Trial #387,positive,1,1,1,0.521963824
Trial #388,positive,1,0,0,0.520618557
Trial #389,positive,1,1,1,0.5218509
Trial #390,positive,1,0,0,0.520512821
Trial #391,positive,1,0,0,0.519181586
Trial #392,positive,1,1,1,0.520408163
Trial #393,negative,0,0,1,0.521628499
Trial #394,positive,1,1,1,0.52284264
Trial #395,negative,0,1,0,0.521518987
Trial #396,negative,0,0,1,0.522727273
Trial #397,negative,0,1,0,0.521410579
Trial #398,negative,0,1,0,0.520100503
Trial #399,negative,0,1,0,0.518796992
Trial #400,positive,1,0,0,0.5175
Trial #401,positive,1,0,0,0.516209476
Trial #402,positive,1,0,0,0.514925373
Trial #403,positive,1,0,0,0.513647643
Trial #404,positive,1,0,0,0.512376238
Trial #405,positive,1,1,1,0.513580247
Trial #406,positive,1,0,0,0.512315271
Trial #407,positive,1,1,1,0.513513514
Trial #408,positive,1,0,0,0.512254902
Trial #409,positive,1,1,1,0.513447433
Trial #410,positive,1,1,1,0.514634146
Trial #411,positive,1,1,1,0.515815085
Trial #412,positive,1,0,0,0.514563107
Trial #413,negative,0,1,0,0.513317191
Trial #414,positive,1,0,0,0.512077295
Trial #415,positive,1,1,1,0.513253012
Trial #416,negative,0,0,1,0.514423077
Trial #417,negative,0,1,0,0.513189448
Trial #418,negative,0,1,0,0.511961722
Trial #419,positive,1,1,1,0.513126492
Trial #420,positive,1,0,0,0.511904762
Trial #421,positive,1,1,1,0.513064133
Trial #422,positive,1,1,1,0.514218009
Trial #423,positive,1,1,1,0.51536643
Trial #424,positive,1,0,0,0.514150943
Trial #425,negative,0,1,0,0.512941176
Trial #426,negative,0,1,0,0.511737089
Trial #427,positive,1,0,0,0.510538642
Trial #428,negative,0,0,1,0.511682243
Trial #429,positive,1,1,1,0.512820513
Trial #430,positive,1,0,0,0.511627907
Trial #431,positive,1,1,1,0.512761021
Trial #432,positive,1,1,1,0.513888889
Trial #433,positive,1,1,1,0.515011547
Trial #434,negative,0,1,0,0.513824885
Trial #435,negative,0,0,1,0.514942529
Trial #436,positive,1,1,1,0.516055046
Trial #437,positive,1,1,1,0.517162471
Trial #438,positive,1,0,0,0.515981735
Trial #439,positive,1,0,0,0.514806378
Trial #440,positive,1,0,0,0.513636364
Trial #441,positive,1,1,1,0.514739229
Trial #442,negative,0,0,1,0.515837104
Trial #443,positive,1,1,1,0.516930023
Trial #444,negative,0,1,0,0.515765766
Trial #445,negative,0,1,0,0.514606742
Trial #446,positive,1,1,1,0.515695067
Trial #447,negative,0,1,0,0.514541387
Trial #448,positive,1,1,1,0.515625
Trial #449,negative,0,1,0,0.514476615
Trial #450,positive,1,0,0,0.513333333
Trial #451,negative,0,1,0,0.512195122
Trial #452,positive,1,0,0,0.511061947
Trial #453,positive,1,0,0,0.509933775
Trial #454,positive,1,1,1,0.511013216
Trial #455,negative,0,0,1,0.512087912
Trial #456,positive,1,1,1,0.513157895
Trial #457,positive,1,1,1,0.514223195
Trial #458,positive,1,1,1,0.515283843
Trial #459,negative,0,0,1,0.516339869
Trial #460,positive,1,0,0,0.515217391
Trial #461,negative,0,1,0,0.514099783
Trial #462,positive,1,0,0,0.512987013
Trial #463,positive,1,0,0,0.51187905
Trial #464,positive,1,1,1,0.512931034
Trial #465,negative,0,1,0,0.511827957
Trial #466,positive,1,0,0,0.510729614
Trial #467,positive,1,1,1,0.511777302
Trial #468,positive,1,1,1,0.512820513
Trial #469,positive,1,0,0,0.511727079
Trial #470,negative,0,1,0,0.510638298
Trial #471,negative,0,1,0,0.50955414
Trial #472,negative,0,0,1,0.51059322
Trial #473,positive,1,1,1,0.511627907
Trial #474,positive,1,0,0,0.510548523
Trial #475,positive,1,0,0,0.509473684
Trial #476,negative,0,0,1,0.510504202
Trial #477,negative,0,0,1,0.511530398
Trial #478,negative,0,1,0,0.510460251
Trial #479,positive,1,1,1,0.511482255
Trial #480,positive,1,1,1,0.5125
Trial #481,positive,1,1,1,0.513513514
Trial #482,positive,1,1,1,0.514522822
Trial #483,positive,1,0,0,0.513457557
Trial #484,negative,0,0,1,0.51446281
Trial #485,positive,1,1,1,0.515463918
Trial #486,negative,0,0,1,0.516460905
Trial #487,positive,1,1,1,0.517453799
Trial #488,positive,1,0,0,0.516393443
Trial #489,negative,0,0,1,0.517382413
Trial #490,negative,0,1,0,0.516326531
Trial #491,positive,1,1,1,0.517311609
Trial #492,negative,0,0,1,0.518292683
Trial #493,positive,1,0,0,0.517241379
Trial #494,negative,0,1,0,0.516194332
Trial #495,positive,1,0,0,0.515151515
Trial #496,positive,1,1,1,0.516129032
Trial #497,positive,1,1,1,0.517102616
Trial #498,negative,0,1,0,0.516064257
Trial #499,positive,1,1,1,0.517034068
Trial #500,positive,1,0,0,0.516
Trial #501,negative,0,1,0,0.51497006
Trial #502,positive,1,1,1,0.515936255
Trial #503,negative,0,1,0,0.514910537
Trial #504,negative,0,1,0,0.513888889
Trial #505,negative,0,0,1,0.514851485
Trial #506,positive,1,0,0,0.513833992
Trial #507,negative,0,0,1,0.514792899
Trial #508,positive,1,0,0,0.513779528
Trial #509,positive,1,1,1,0.514734774
Trial #510,positive,1,0,0,0.51372549
Trial #511,negative,0,1,0,0.512720157
Trial #512,negative,0,1,0,0.51171875
Trial #513,negative,0,0,1,0.512670565
Trial #514,negative,0,1,0,0.511673152
Trial #515,negative,0,0,1,0.512621359
Trial #516,positive,1,0,0,0.511627907
Trial #517,positive,1,1,1,0.512572534
Trial #518,positive,1,0,0,0.511583012
Trial #519,negative,0,0,1,0.512524085
Trial #520,negative,0,1,0,0.511538462
Trial #521,positive,1,0,0,0.510556622
Trial #522,positive,1,0,0,0.509578544
Trial #523,positive,1,0,0,0.508604207
Trial #524,positive,1,0,0,0.507633588
Trial #525,negative,0,1,0,0.506666667
Trial #526,positive,1,1,1,0.507604563
Trial #527,negative,0,1,0,0.506641366
Trial #528,positive,1,0,0,0.505681818
Trial #529,positive,1,1,1,0.506616257
Trial #530,positive,1,0,0,0.505660377
Trial #531,positive,1,0,0,0.504708098
Trial #532,positive,1,1,1,0.505639098
Trial #533,negative,0,1,0,0.504690432
Trial #534,negative,0,0,1,0.505617978
Trial #535,positive,1,1,1,0.506542056
Trial #536,positive,1,0,0,0.505597015
Trial #537,positive,1,1,1,0.506517691
Trial #538,positive,1,0,0,0.505576208
Trial #539,positive,1,0,0,0.504638219
Trial #540,positive,1,1,1,0.505555556
Trial #541,positive,1,1,1,0.506469501
Trial #542,positive,1,0,0,0.505535055
Trial #543,positive,1,1,1,0.506445672
Trial #544,negative,0,1,0,0.505514706
Trial #545,positive,1,0,0,0.504587156
Trial #546,negative,0,0,1,0.505494505
Trial #547,positive,1,0,0,0.504570384
Trial #548,positive,1,0,0,0.503649635
Trial #549,positive,1,0,0,0.50273224
Trial #550,positive,1,0,0,0.501818182
Trial #551,positive,1,1,1,0.502722323
Trial #552,positive,1,1,1,0.503623188
Trial #553,positive,1,0,0,0.502712477
Trial #554,positive,1,1,1,0.503610108
Trial #555,negative,0,1,0,0.502702703
Trial #556,negative,0,0,1,0.503597122
Trial #557,negative,0,1,0,0.502692998
Trial #558,positive,1,1,1,0.503584229
Trial #559,negative,0,0,1,0.504472272
Trial #560,negative,0,0,1,0.505357143
Trial #561,negative,0,1,0,0.504456328
Trial #562,negative,0,0,1,0.505338078
Trial #563,negative,0,1,0,0.504440497
Trial #564,negative,0,0,1,0.505319149
Trial #565,positive,1,1,1,0.50619469
Trial #566,positive,1,0,0,0.505300353
Trial #567,positive,1,0,0,0.504409171
Trial #568,negative,0,0,1,0.50528169
Trial #569,positive,1,0,0,0.504393673
Trial #570,negative,0,1,0,0.503508772
Trial #571,negative,0,1,0,0.50262697
Trial #572,positive,1,1,1,0.503496503
Trial #573,negative,0,1,0,0.502617801
Trial #574,positive,1,1,1,0.503484321
Trial #575,negative,0,1,0,0.502608696
Trial #576,positive,1,1,1,0.503472222
Trial #577,positive,1,1,1,0.504332756
Trial #578,positive,1,0,0,0.503460208
Trial #579,positive,1,0,0,0.502590674
Trial #580,negative,0,0,1,0.503448276
Trial #581,positive,1,0,0,0.502581756
Trial #582,positive,1,1,1,0.503436426
Trial #583,negative,0,0,1,0.504288165
Trial #584,negative,0,0,1,0.505136986
Trial #585,positive,1,1,1,0.505982906
Trial #586,positive,1,1,1,0.506825939
Trial #587,positive,1,1,1,0.507666099
Trial #588,negative,0,1,0,0.506802721
Trial #589,positive,1,0,0,0.505942275
Trial #590,positive,1,1,1,0.506779661
Trial #591,positive,1,1,1,0.507614213
Trial #592,positive,1,1,1,0.508445946
Trial #593,positive,1,0,0,0.507588533
Trial #594,negative,0,0,1,0.508417508
Trial #595,positive,1,0,0,0.507563025
Trial #596,negative,0,0,1,0.508389262
Trial #597,positive,1,0,0,0.507537688
Trial #598,positive,1,1,1,0.508361204
Trial #599,positive,1,1,1,0.50918197
Trial #600,positive,1,0,0,0.508333333
Trial #601,positive,1,1,1,0.509151414
Trial #602,positive,1,0,0,0.508305648
Trial #603,negative,0,1,0,0.507462687
Trial #604,positive,1,0,0,0.506622517
Trial #605,negative,0,1,0,0.505785124
Trial #606,positive,1,0,0,0.504950495
Trial #607,positive,1,0,0,0.504118616
Trial #608,negative,0,1,0,0.503289474
Trial #609,positive,1,0,0,0.502463054
Trial #610,positive,1,0,0,0.501639344
Trial #611,positive,1,0,0,0.500818331
Trial #612,positive,1,1,1,0.501633987
Trial #613,positive,1,0,0,0.500815661
Trial #614,positive,1,0,0,0.5
Trial #615,positive,1,1,1,0.500813008
Trial #616,positive,1,1,1,0.501623377
Trial #617,negative,0,1,0,0.500810373
Trial #618,negative,0,1,0,0.5
Trial #619,positive,1,0,0,0.499192246
Trial #620,positive,1,1,1,0.5
Trial #621,negative,0,1,0,0.499194847
Trial #622,positive,1,1,1,0.5
Trial #623,negative,0,0,1,0.500802568
Trial #624,positive,1,0,0,0.5
Trial #625,positive,1,1,1,0.5008
Trial #626,positive,1,0,0,0.5
Trial #627,positive,1,0,0,0.499202552
Trial #628,positive,1,1,1,0.5
Trial #629,positive,1,1,1,0.500794913
Trial #630,negative,0,1,0,0.5
Trial #631,positive,1,0,0,0.499207607
Trial #632,negative,0,0,1,0.5
Trial #633,negative,0,0,1,0.500789889
Trial #634,positive,1,0,0,0.5
Trial #635,negative,0,0,1,0.500787402
Trial #636,positive,1,0,0,0.5
Trial #637,positive,1,1,1,0.500784929
Trial #638,negative,0,0,1,0.501567398
Trial #639,positive,1,1,1,0.502347418
Trial #640,positive,1,1,1,0.503125
Trial #641,positive,1,0,0,0.502340094
Trial #642,positive,1,0,0,0.501557632
Trial #643,negative,0,0,1,0.502332815
Trial #644,negative,0,1,0,0.501552795
Trial #645,positive,1,0,0,0.500775194
Trial #646,positive,1,0,0,0.5
Trial #647,positive,1,0,0,0.499227202
Trial #648,positive,1,1,1,0.5
Trial #649,negative,0,1,0,0.499229584
Trial #650,positive,1,1,1,0.5
Trial #651,negative,0,1,0,0.499231951
Trial #652,positive,1,1,1,0.5
Trial #653,positive,1,1,1,0.500765697
Trial #654,negative,0,1,0,0.5
Trial #655,negative,0,1,0,0.499236641
Trial #656,positive,1,0,0,0.49847561
Trial #657,negative,0,1,0,0.497716895
Trial #658,positive,1,1,1,0.498480243
Trial #659,negative,0,0,1,0.499241275
Trial #660,positive,1,0,0,0.498484848
Trial #661,positive,1,0,0,0.497730711
Trial #662,positive,1,0,0,0.496978852
Trial #663,positive,1,1,1,0.497737557
Trial #664,positive,1,0,0,0.496987952
Trial #665,positive,1,1,1,0.497744361
Trial #666,positive,1,0,0,0.496996997
Trial #667,positive,1,1,1,0.497751124
Trial #668,negative,0,1,0,0.497005988
Trial #669,positive,1,0,0,0.496263079
Trial #670,positive,1,0,0,0.495522388
Trial #671,positive,1,0,0,0.494783905
Trial #672,positive,1,0,0,0.494047619
